,id,Z-SCORE
302,1168131,0.8252047003658829
303,1168683,1.6990520749029734
304,1169235,0.4786790173597953
305,1169788,-1.6758067508954453
306,1170340,1.1867967174157135
308,1171444,0.9306690386720835
309,1171997,0.4786790173597953
310,1172549,-1.721005753026674
311,1173101,1.0963987131532558
312,1173654,1.2169293855031993
313,1174206,-1.0128880529707558
314,1174758,0.4786790173597953
315,1175311,-1.0731533891457277
316,1175863,0.29788300883488
317,1176415,-0.048642674171207656
318,1176967,0.8854700365408547
320,1178072,0.5992096897097388
321,1178624,1.2470620535906853
322,1179177,1.352526391896886
323,1179729,-1.6758067508954453
324,1180281,-1.4046127381080724
325,1180834,0.22255133861616527
326,1181386,-0.18423968056489412
360,1200164,-1.736072087070417
362,1201269,-0.15410701247740824
363,1201821,-1.5854087466329876
364,1202373,-1.736072087070417
365,1202926,1.0210670429345412
366,1203478,-1.6758067508954453
367,1204030,-0.22943868269612294
368,1204582,-0.5608980316584676
369,1205135,-0.41023469122103823
370,1205687,1.5333224004218011
371,1206239,1.6387867387280017
372,1206792,0.38828101309733765
373,1207344,-0.7718267082708689
374,1207896,-0.34996935504606647
375,1208449,-0.5458316976147247
376,1209001,0.9608017067595693
377,1209553,0.6896076939721965
378,1210105,0.7046740280159394
379,1210658,-0.2746376848273518
380,1211210,0.1924186705286794
381,1211762,1.0361333769782841
382,1212315,0.20748500457242233
383,1212867,1.6990520749029734
388,1215628,1.2470620535906853
389,1216181,-1.736072087070417
390,1216733,-0.6512960359209253
392,1217838,0.4937453514035382
393,1218390,-0.12397434438992236
394,1218942,-0.048642674171207656
395,1219495,1.0210670429345412
396,1220047,-1.4196790721518153
397,1220599,-1.4950107423705299
398,1221151,0.4636126833160523
399,1221704,-0.018510006083721775
400,1222256,1.593587736596773
419,1232750,1.608654070640516
420,1233302,-0.5608980316584676
421,1233854,0.7498730301471682
422,1234407,-0.10890801034617942
423,1234959,0.29788300883488
434,1241034,0.55401068757851
435,1241587,0.9306690386720835
436,1242139,-0.48556636143975296
437,1242691,-1.1183523912769564
439,1243796,1.7141184089467165
440,1244348,-0.5307653635709818
441,1244900,0.8854700365408547
442,1245453,0.538944353534767
443,1246005,0.7046740280159394
444,1246557,0.1924186705286794
445,1247110,0.20748500457242233
446,1247662,0.35814834500985177
447,1248214,0.8402710344096258
449,1249319,-1.1334187253206993
450,1249871,0.28281667479113703
451,1250423,-1.525143410458016
452,1250976,1.608654070640516
453,1251528,-0.6663623699646682
454,1252080,0.6896076939721965
455,1252633,0.6444086918409676
456,1253185,1.5031897323343153
457,1253737,-1.3895464040643295
458,1254289,-0.8923573806208124
459,1254842,-1.208750395539414
460,1255394,0.6444086918409676
473,1262574,-0.6512960359209253
478,1265335,-0.6512960359209253
479,1265888,-1.1936840614956712
480,1266440,1.307327389765657
481,1266992,1.2621283876344283
482,1267545,-1.5402097445017588
490,1271963,-0.6060970337896965
491,1272515,-0.5759643657022105
493,1273620,-1.6908730849391882
494,1274172,-0.10890801034617942
495,1274725,-0.7868930423146118
496,1275277,-0.9375563827520411
497,1275829,1.548388734465544
498,1276381,0.04175533009124999
499,1276934,1.2771947216781712
500,1277486,-1.3895464040643295
501,1278038,-0.12397434438992236
512,1284114,1.292261055721914
513,1284666,-0.24450501673986588
514,1285218,-1.6155414147204734
515,1285771,0.6293423577972247
521,1289084,-0.5608980316584676
522,1289637,1.6689194068154876
523,1290189,0.9005363705845976
524,1290741,0.7046740280159394
525,1291294,-0.6362297018771823
526,1291846,1.0361333769782841
527,1292398,-0.8471583784895835
528,1292950,-1.4347454061955582
529,1293503,-0.018510006083721775
530,1294055,-0.21437234865238
531,1294607,-1.3594137359768435
532,1295160,0.6293423577972247
533,1295712,-1.3443474019331005
534,1296264,0.8704037024971117
535,1296817,-0.21437234865238
536,1297369,-1.6908730849391882
537,1297921,-1.1183523912769564
543,1301235,0.25268400670365115
544,1301787,0.4786790173597953
545,1302340,0.40334734714108056
548,1303996,-0.18423968056489412
549,1304549,-0.18423968056489412
555,1307863,0.05682166413499293
556,1308415,-0.38010202313355235
557,1308967,1.4730570642468295
558,1309519,-0.1390406784336653
559,1310072,-0.8170257104020976
560,1310624,0.1622860024411935
561,1311176,-0.5608980316584676
562,1311729,-0.8170257104020976
563,1312281,-1.4950107423705299
564,1312833,0.9005363705845976
565,1313386,-1.3292810678893576
567,1314490,-1.6456740828079595
568,1315042,0.25268400670365115
569,1315595,-0.4554336933522671
570,1316147,-0.48556636143975296
571,1316699,-1.1936840614956712
572,1317252,0.011622662003764106
573,1317804,-0.3198366869585806
574,1318356,-0.4554336933522671
576,1319461,-0.30477035291483767
577,1320013,-1.4498117402393011
578,1320565,-0.48556636143975296
594,1329402,-0.6964950380521541
605,1335478,-1.525143410458016
606,1336030,-1.1484850593644422
607,1336582,0.20748500457242233
608,1337134,-1.2991483998018718
609,1337687,-0.34996935504606647
610,1338239,1.608654070640516
611,1338791,-0.8019593763583547
612,1339344,1.3977253940281147
614,1340448,-0.10890801034617942
615,1341001,0.4636126833160523
616,1341553,1.4730570642468295
617,1342105,0.14721966839745057
618,1342657,0.14721966839745057
619,1343210,-0.1390406784336653
620,1343762,1.2018630514594564
621,1344314,1.4579907302030863
622,1344867,1.3223937238094
623,1345419,-0.41023469122103823
625,1346524,-0.033576340127464716
626,1347076,1.4429243961593434
627,1347628,1.0361333769782841
629,1348733,1.2470620535906853
631,1349837,-1.3142147338456147
632,1350390,-1.479944408326787
635,1352047,0.011622662003764106
636,1352599,0.55401068757851
637,1353151,-1.721005753026674
638,1353703,-1.705939418982931
639,1354256,-0.5006326954834959
640,1354808,1.1867967174157135
641,1355360,1.2470620535906853
642,1355913,1.593587736596773
644,1357017,-1.1183523912769564
645,1357570,0.17735233648493645
646,1358122,0.04175533009124999
647,1358674,-0.48556636143975296
648,1359226,-0.5910306997459536
649,1359779,1.593587736596773
650,1360331,0.011622662003764106
660,1365854,-0.2595713507836088
661,1366406,1.2169293855031993
663,1367511,-1.1032860572332135
664,1368063,-1.705939418982931
665,1368616,-1.721005753026674
666,1369168,0.4937453514035382
667,1369720,-0.72662770613964
668,1370272,1.563455068509287
669,1370825,1.4730570642468295
671,1371929,0.17735233648493645
672,1372482,0.026688996047507046
673,1373034,0.1622860024411935
674,1373586,0.7649393641909111
682,1378005,0.6594750258847105
683,1378557,-1.1936840614956712
697,1386289,0.40334734714108056
698,1386841,1.0210670429345412
699,1387394,0.3430820109661088
700,1387946,-0.8923573806208124
701,1388498,-1.3594137359768435
702,1389051,1.5333224004218011
703,1389603,-0.5006326954834959
705,1390708,0.6594750258847105
706,1391260,0.9306690386720835
707,1391812,0.40334734714108056
708,1392364,-0.18423968056489412
709,1392917,-0.9978217189270129
710,1393469,-0.4253010252647812
711,1394021,-0.9375563827520411
712,1394574,0.7649393641909111
713,1395126,-1.525143410458016
714,1395678,-1.6306077487642165
715,1396231,1.6237204046842588
716,1396783,0.04175533009124999
717,1397335,-0.8622247125333264
718,1397887,1.1717303833719706
719,1398440,-0.3951683571772953
720,1398992,-1.4196790721518153
724,1401201,0.10202066626622175
725,1401754,-1.0128880529707558
727,1402858,0.8402710344096258
728,1403410,-1.4046127381080724
730,1404515,1.2621283876344283
732,1405620,-1.0430207210582418
734,1406724,0.14721966839745057
735,1407277,-1.5402097445017588
736,1407829,1.06626604506577
737,1408381,0.81013836632214
738,1408933,0.38828101309733765
739,1409486,-0.6211633678334394
740,1410038,-0.12397434438992236
741,1410590,0.11708700030996469
742,1411143,1.6839857408592305
743,1411695,-1.3594137359768435
744,1412247,-1.6758067508954453
745,1412800,-0.018510006083721775
746,1413352,-0.7718267082708689
747,1413904,0.4786790173597953
748,1414456,-1.3594137359768435
749,1415009,1.3675927259406289
750,1415561,-1.6908730849391882
751,1416113,0.7950720322783971
752,1416666,-0.4554336933522671
753,1417218,-0.5608980316584676
754,1417770,-0.0034436720399788354
755,1418323,1.3675927259406289
756,1418875,-1.721005753026674
757,1419427,0.04175533009124999
758,1419979,-0.6964950380521541
759,1420532,-0.33490302100232355
761,1421636,1.608654070640516
762,1422189,-0.5156990295272388
763,1422741,-1.510077076414273
765,1423846,-1.3142147338456147
766,1424398,-0.048642674171207656
767,1424950,-1.6456740828079595
768,1425502,-1.5402097445017588
769,1426055,0.011622662003764106
771,1427159,1.4881233982905724
772,1427712,-1.525143410458016
773,1428264,-1.2388830636269
774,1428816,0.07188799817873587
775,1429369,1.1415977152844847
776,1429921,-1.1786177274519283
777,1430473,0.8553373684533688
778,1431025,-1.6607404168517024
782,1433235,0.8553373684533688
783,1433787,0.6594750258847105
784,1434339,0.2376176726599082
786,1435444,-1.4498117402393011
787,1435996,-1.1032860572332135
788,1436548,1.307327389765657
789,1437101,0.22255133861616527
790,1437653,-1.0430207210582418
791,1438205,-0.8772910465770694
795,1440415,-0.5307653635709818
796,1440967,0.6142760237534818
797,1441519,-1.2388830636269
798,1442071,0.4184136811848235
800,1443176,1.3675927259406289
801,1443728,-0.9375563827520411
802,1444281,1.1566640493282276
803,1444833,1.6689194068154876
804,1445385,-0.9224900487082982
805,1445938,1.1114650471969987
806,1446490,0.08695433222247881
807,1447042,-1.1786177274519283
808,1447594,-0.34996935504606647
809,1448147,-1.6004750806767305
810,1448699,1.5333224004218011
811,1449251,-1.0430207210582418
812,1449804,-0.21437234865238
813,1450356,0.11708700030996469
815,1451461,-1.5552760785455018
816,1452013,1.5031897323343153
817,1452565,1.051199711022027
818,1453117,0.20748500457242233
819,1453670,-1.2840820657581289
820,1454222,0.4485463492723094
821,1454774,-1.0128880529707558
822,1455327,1.1566640493282276
823,1455879,-0.8320920444458406
828,1458640,-1.1786177274519283
829,1459193,-1.1635513934081854
830,1459745,1.6839857408592305
831,1460297,-0.0034436720399788354
832,1460850,-0.6362297018771823
833,1461402,-0.34996935504606647
834,1461954,0.10202066626622175
835,1462507,-1.0279543870144987
836,1463059,0.6293423577972247
837,1463611,0.780005698234654
838,1464163,0.8854700365408547
839,1464716,0.011622662003764106
840,1465268,-1.4950107423705299
841,1465820,1.5182560663780582
842,1466373,-0.5006326954834959
844,1467477,0.5238780194910241
845,1468030,-0.9375563827520411
846,1468582,-0.7567603742271258
847,1469134,-0.16917334652115118
848,1469686,0.81013836632214
849,1470239,0.9758680408033124
850,1470791,-0.3951683571772953
853,1472448,1.1867967174157135
854,1473000,-1.3292810678893576
865,1479076,1.292261055721914
866,1479628,-0.98275538488327
867,1480180,1.6538530727717446
868,1480732,-1.4950107423705299
869,1481285,-1.6004750806767305
870,1481837,0.07188799817873587
871,1482389,0.43348001522856644
872,1482942,-1.0279543870144987
873,1483494,-0.4403673593085241
874,1484046,-0.6814287040084112
875,1484599,1.352526391896886
876,1485151,0.4937453514035382
877,1485703,-0.8170257104020976
878,1486255,1.6387867387280017
879,1486808,0.3280156769223659
880,1487360,0.780005698234654
881,1487912,0.4184136811848235
882,1488465,-0.4403673593085241
883,1489017,-1.0430207210582418
884,1489569,-0.9074237146645553
886,1490674,-0.41023469122103823
887,1491226,-0.5759643657022105
888,1491778,0.40334734714108056
889,1492331,0.8553373684533688
890,1492883,0.10202066626622175
891,1493435,-1.4498117402393011
892,1493988,0.2376176726599082
893,1494540,1.563455068509287
894,1495092,0.6293423577972247
895,1495645,-0.34996935504606647
898,1497301,1.4730570642468295
899,1497854,1.6237204046842588
900,1498406,-0.8320920444458406
901,1498958,-1.0731533891457277
902,1499511,-0.34996935504606647
903,1500063,0.40334734714108056
904,1500615,1.4881233982905724
905,1501168,-1.736072087070417
906,1501720,-0.7868930423146118
907,1502272,1.2621283876344283
908,1502824,-1.4347454061955582
909,1503377,-1.1484850593644422
910,1503929,0.40334734714108056
911,1504481,0.7197403620596823
912,1505034,1.3374600578531428
913,1505586,-1.3744800700205864
914,1506138,1.0210670429345412
915,1506691,0.8252047003658829
916,1507243,0.7950720322783971
917,1507795,1.352526391896886
923,1511109,-0.4403673593085241
924,1511661,1.0813323791095129
925,1512214,0.40334734714108056
927,1513318,1.6237204046842588
928,1513870,-1.3895464040643295
929,1514423,-0.5006326954834959
930,1514975,0.9608017067595693
938,1519393,0.7046740280159394
939,1519946,-1.3744800700205864
940,1520498,0.3732146790535947
941,1521050,-0.30477035291483767
942,1521603,1.0210670429345412
943,1522155,-1.510077076414273
944,1522707,-0.033576340127464716
945,1523260,0.05682166413499293
946,1523812,0.6745413599284535
948,1524916,-0.09384167630243648
949,1525469,-0.7115613720958971
950,1526021,1.0813323791095129
951,1526573,1.548388734465544
952,1527126,-0.048642674171207656
953,1527678,-0.7718267082708689
954,1528230,0.14721966839745057
955,1528783,-1.5552760785455018
956,1529335,1.4278580621156005
957,1529887,-0.9978217189270129
958,1530439,1.6689194068154876
959,1530992,-1.736072087070417
960,1531544,-1.705939418982931
961,1532096,-0.6814287040084112
962,1532649,1.6839857408592305
963,1533201,0.6594750258847105
964,1533753,1.563455068509287
965,1534306,0.3280156769223659
966,1534858,0.5992096897097388
967,1535410,-0.8471583784895835
968,1535962,0.1622860024411935
969,1536515,1.1114650471969987
970,1537067,0.05682166413499293
971,1537619,-1.6758067508954453
972,1538172,0.14721966839745057
973,1538724,0.8854700365408547
974,1539276,-0.8019593763583547
975,1539829,0.17735233648493645
976,1540381,0.25268400670365115
977,1540933,-0.38010202313355235
978,1541485,-0.72662770613964
979,1542038,1.5785214025530299
980,1542590,-0.36503568908980943
981,1543142,0.5992096897097388
982,1543695,-0.6211633678334394
983,1544247,0.29788300883488
985,1545352,0.8704037024971117
987,1546456,0.22255133861616527
988,1547008,0.9005363705845976
989,1547561,-0.30477035291483767
990,1548113,-1.3744800700205864
991,1548665,-1.0128880529707558
992,1549218,0.9457353727158264
993,1549770,-0.7718267082708689
994,1550322,1.3826590599843718
995,1550875,-0.5006326954834959
997,1551979,-1.3292810678893576
998,1552531,0.04175533009124999
1002,1554741,-1.4498117402393011
1003,1555293,1.6237204046842588
1004,1555845,-1.6004750806767305
1005,1556398,0.6896076939721965
1006,1556950,-1.736072087070417
1008,1558054,-1.3594137359768435
1009,1558607,-0.24450501673986588
1014,1561368,1.6237204046842588
1015,1561921,0.3732146790535947
1016,1562473,-0.7567603742271258
1017,1563025,1.0060007088907983
1018,1563577,-0.5759643657022105
1019,1564130,-1.6758067508954453
1020,1564682,1.7141184089467165
1021,1565234,-1.2539493976706428
1022,1565787,1.5031897323343153
1023,1566339,-1.3292810678893576
1024,1566891,0.5238780194910241
1025,1567444,0.6594750258847105
1026,1567996,-1.6155414147204734
1027,1568548,-0.8471583784895835
1028,1569100,0.4184136811848235
1029,1569653,0.3280156769223659
1030,1570205,-0.7416940401833829
1031,1570757,-0.5608980316584676
1032,1571310,-0.9074237146645553
1033,1571862,-1.6607404168517024
1034,1572414,1.2018630514594564
1035,1572967,0.9758680408033124
1036,1573519,-0.41023469122103823
1037,1574071,0.25268400670365115
1038,1574623,1.4881233982905724
1039,1575176,1.0210670429345412
1040,1575728,0.1924186705286794
1041,1576280,1.1717303833719706
1042,1576833,0.5088116854472812
1043,1577385,-1.4347454061955582
1044,1577937,0.13215333435370763
1045,1578490,-1.2840820657581289
1046,1579042,-0.48556636143975296
1047,1579594,-1.6908730849391882
1048,1580146,-0.9224900487082982
1049,1580699,1.4278580621156005
1050,1581251,-1.6155414147204734
1051,1581803,-1.721005753026674
1052,1582356,-1.1635513934081854
1053,1582908,0.5992096897097388
1054,1583460,-0.048642674171207656
1055,1584013,-0.48556636143975296
1057,1585117,-1.208750395539414
1058,1585669,-0.22943868269612294
1059,1586222,-0.21437234865238
1060,1586774,1.5333224004218011
1061,1587326,-1.1936840614956712
1062,1587879,-0.8170257104020976
1063,1588431,1.3374600578531428
1064,1588983,-1.3895464040643295
1065,1589536,1.5333224004218011
1070,1592297,0.28281667479113703
1071,1592849,0.25268400670365115
1072,1593402,1.292261055721914
1073,1593954,-0.4554336933522671
1075,1595059,1.563455068509287
1076,1595611,1.563455068509287
1077,1596163,1.3374600578531428
1078,1596715,-0.5307653635709818
1079,1597268,-0.8471583784895835
1080,1597820,-0.10890801034617942
1081,1598372,0.28281667479113703
1082,1598925,0.9306690386720835
1083,1599477,1.593587736596773
1084,1600029,1.5031897323343153
1091,1603895,0.22255133861616527
1092,1604448,-0.6814287040084112
1093,1605000,0.5841433556659958
1094,1605552,-0.5910306997459536
1095,1606105,-0.9074237146645553
1096,1606657,-0.2897040188710947
1097,1607209,-0.6211633678334394
1098,1607761,1.2621283876344283
1099,1608314,-1.3744800700205864
1100,1608866,-0.6814287040084112
1101,1609418,-0.15410701247740824
1102,1609971,-1.4347454061955582
1103,1610523,-0.6060970337896965
1104,1611075,0.5088116854472812
1105,1611628,0.7046740280159394
1107,1612732,-0.8320920444458406
1108,1613284,-0.9074237146645553
1109,1613837,0.4786790173597953
1110,1614389,-0.3198366869585806
1111,1614941,-0.98275538488327
1112,1615494,1.7141184089467165
1113,1616046,0.9909343748470553
1114,1616598,-0.8170257104020976
1115,1617151,-0.8471583784895835
1116,1617703,0.011622662003764106
1117,1618255,0.8854700365408547
1118,1618807,0.7498730301471682
1124,1622121,1.06626604506577
1125,1622674,1.563455068509287
1126,1623226,1.6538530727717446
1127,1623778,1.0210670429345412
1128,1624330,1.2470620535906853
1129,1624883,1.1717303833719706
1130,1625435,-1.3443474019331005
1131,1625987,0.3430820109661088
1132,1626540,-1.4347454061955582
1133,1627092,-0.8471583784895835
1134,1627644,-0.6663623699646682
1135,1628197,0.3280156769223659
1136,1628749,0.5088116854472812
1137,1629301,0.4786790173597953
1138,1629853,-0.048642674171207656
1139,1630406,-1.3443474019331005
1140,1630958,0.6896076939721965
1141,1631510,1.7291847429904594
1142,1632063,1.0813323791095129
1143,1632615,-1.3292810678893576
1144,1633167,0.6293423577972247
1145,1633720,0.8704037024971117
1146,1634272,0.9457353727158264
1147,1634824,-1.2539493976706428
1148,1635376,0.10202066626622175
1149,1635929,-1.1484850593644422
1150,1636481,0.7498730301471682
1151,1637033,1.5182560663780582
1153,1638138,-0.18423968056489412
1154,1638690,0.026688996047507046
1155,1639243,0.5992096897097388
1156,1639795,0.38828101309733765
1157,1640347,-1.0279543870144987
1158,1640899,1.548388734465544
1159,1641452,-0.36503568908980943
1160,1642004,0.7649393641909111
1162,1643109,-0.2746376848273518
1163,1643661,0.5841433556659958
1164,1644213,-1.1183523912769564
1165,1644766,-0.9074237146645553
1166,1645318,1.5031897323343153
1167,1645870,-1.1484850593644422
1168,1646422,-1.5854087466329876
1169,1646975,0.04175533009124999
1170,1647527,0.1924186705286794
1171,1648079,0.17735233648493645
1173,1649184,-0.19930601460863706
1174,1649736,-0.21437234865238
1175,1650289,1.2319957195469422
1176,1650841,-1.223816729583157
1177,1651393,-0.34996935504606647
1178,1651945,0.9156027046283406
1179,1652498,-1.0731533891457277
1180,1653050,-0.6663623699646682
1181,1653602,-0.09384167630243648
1182,1654155,-0.7416940401833829
1183,1654707,1.4730570642468295
1184,1655259,0.17735233648493645
1185,1655812,-0.16917334652115118
1186,1656364,-0.30477035291483767
1187,1656916,-1.705939418982931
1188,1657468,1.1867967174157135
1189,1658021,-0.6814287040084112
1190,1658573,1.548388734465544
1191,1659125,-0.8170257104020976
1192,1659678,1.608654070640516
1193,1660230,1.4127917280718576
1194,1660782,0.3280156769223659
1195,1661335,-1.1786177274519283
1196,1661887,-0.8923573806208124
1201,1664648,-1.510077076414273
1202,1665201,-0.21437234865238
1203,1665753,0.5238780194910241
1204,1666305,-0.2595713507836088
1205,1666858,0.55401068757851
1206,1667410,-0.5458316976147247
1207,1667962,-0.47050002739601
1209,1669067,-0.98275538488327
1210,1669619,-1.1936840614956712
1211,1670171,0.81013836632214
1212,1670724,1.6839857408592305
1213,1671276,-0.8320920444458406
1214,1671828,-0.3198366869585806
1215,1672381,-1.6607404168517024
1216,1672933,0.1924186705286794
1217,1673485,-0.4554336933522671
1218,1674037,1.3675927259406289
1219,1674590,-1.721005753026674
1220,1675142,-1.2991483998018718
1221,1675694,0.7498730301471682
1222,1676247,-1.525143410458016
1223,1676799,-0.6663623699646682
1224,1677351,0.20748500457242233
1225,1677904,-1.721005753026674
1226,1678456,0.6594750258847105
1227,1679008,0.2677503407473941
1228,1679560,1.2169293855031993
1229,1680113,0.11708700030996469
1230,1680665,-0.6512960359209253
1231,1681217,-0.12397434438992236
1232,1681770,-0.2746376848273518
1234,1682874,-0.7868930423146118
1235,1683427,-1.525143410458016
1236,1683979,-0.1390406784336653
1238,1685083,0.55401068757851
1239,1685636,0.780005698234654
1240,1686188,0.3129493428786229
1241,1686740,0.10202066626622175
1242,1687293,-0.5759643657022105
1243,1687845,-0.4253010252647812
1244,1688397,0.38828101309733765
1245,1688950,-0.21437234865238
1246,1689502,-0.6663623699646682
1247,1690054,1.6538530727717446
1248,1690606,1.6990520749029734
1249,1691159,-0.5156990295272388
1250,1691711,-0.21437234865238
1251,1692263,0.11708700030996469
1252,1692816,0.011622662003764106
1253,1693368,-1.4196790721518153
1254,1693920,-0.9074237146645553
1255,1694473,-0.15410701247740824
1256,1695025,-1.2388830636269
1257,1695577,-0.2746376848273518
1258,1696129,0.9608017067595693
1259,1696682,1.1717303833719706
1260,1697234,-0.7868930423146118
1261,1697786,-1.0731533891457277
1262,1698339,1.06626604506577
1263,1698891,0.10202066626622175
1264,1699443,-0.7868930423146118
1265,1699996,0.5238780194910241
1266,1700548,0.6745413599284535
1268,1701652,-0.6663623699646682
1269,1702205,-0.33490302100232355
1270,1702757,0.9457353727158264
1271,1703309,0.05682166413499293
1272,1703862,0.8854700365408547
1273,1704414,0.08695433222247881
1274,1704966,-0.98275538488327
1276,1706071,0.13215333435370763
1278,1707175,0.25268400670365115
1279,1707728,1.5031897323343153
1280,1708280,-1.5854087466329876
1281,1708832,0.8854700365408547
1282,1709385,-1.6908730849391882
1283,1709937,0.4636126833160523
1284,1710489,-0.018510006083721775
1285,1711042,0.9758680408033124
1286,1711594,-0.5759643657022105
1287,1712146,1.0813323791095129
1288,1712698,-0.048642674171207656
1289,1713251,1.0361333769782841
1290,1713803,-1.269015731714386
1291,1714355,-1.1334187253206993
1292,1714908,0.43348001522856644
1293,1715460,-1.4498117402393011
1294,1716012,0.29788300883488
1295,1716565,1.1867967174157135
1296,1717117,-1.5552760785455018
1297,1717669,1.593587736596773
1298,1718221,-0.1390406784336653
1299,1718774,0.9909343748470553
1300,1719326,0.20748500457242233
1301,1719878,-0.38010202313355235
1302,1720431,-1.6456740828079595
1303,1720983,-0.6211633678334394
1304,1721535,-1.4950107423705299
1305,1722088,-1.3895464040643295
1306,1722640,1.6689194068154876
1307,1723192,0.04175533009124999
1308,1723744,0.9758680408033124
1309,1724297,-1.6607404168517024
1318,1729267,-0.09384167630243648
1319,1729820,0.538944353534767
1320,1730372,-0.8622247125333264
1321,1730924,-1.4950107423705299
1322,1731477,1.2319957195469422
1323,1732029,-0.3198366869585806
1324,1732581,0.5841433556659958
1325,1733134,-0.7567603742271258
1326,1733686,-0.9978217189270129
1327,1734238,1.1717303833719706
1328,1734790,-1.3895464040643295
1329,1735343,0.55401068757851
1330,1735895,0.6444086918409676
1331,1736447,-0.12397434438992236
1332,1737000,-0.6814287040084112
1333,1737552,-1.208750395539414
1334,1738104,-0.72662770613964
1335,1738657,0.9758680408033124
1336,1739209,-1.479944408326787
1337,1739761,0.5238780194910241
1338,1740313,0.1622860024411935
1339,1740866,-0.5608980316584676
1340,1741418,1.051199711022027
1341,1741970,-1.4498117402393011
1342,1742523,-1.3142147338456147
1343,1743075,-0.6362297018771823
1344,1743627,-0.018510006083721775
1345,1744180,1.593587736596773
1346,1744732,-1.4950107423705299
1347,1745284,-0.24450501673986588
1348,1745836,-0.8019593763583547
1349,1746389,-0.018510006083721775
1350,1746941,1.2621283876344283
1351,1747493,0.07188799817873587
1352,1748046,-0.16917334652115118
1353,1748598,-1.3443474019331005
1354,1749150,1.7291847429904594
1355,1749703,-0.8923573806208124
1356,1750255,0.20748500457242233
1358,1751359,0.6896076939721965
1359,1751912,-0.98275538488327
1360,1752464,1.3374600578531428
1361,1753016,-0.72662770613964
1362,1753569,-0.72662770613964
1363,1754121,0.9005363705845976
1364,1754673,0.38828101309733765
1365,1755226,-1.0580870551019848
1366,1755778,-0.6964950380521541
1377,1761853,0.9457353727158264
1378,1762405,1.1265313812407418
1379,1762958,-0.5156990295272388
1380,1763510,1.06626604506577
1381,1764062,1.2470620535906853
1382,1764615,-0.0034436720399788354
1383,1765167,-1.6908730849391882
1385,1766272,-0.09384167630243648
1386,1766824,-0.4253010252647812
1387,1767376,-0.4253010252647812
1388,1767928,1.292261055721914
1389,1768481,-1.721005753026674
1390,1769033,0.6745413599284535
1392,1770138,0.9156027046283406
1393,1770690,1.5785214025530299
1394,1771242,-1.1032860572332135
1396,1772347,-0.5910306997459536
1399,1774004,0.9005363705845976
1400,1774556,1.2018630514594564
1401,1775108,0.8402710344096258
1402,1775661,0.9005363705845976
1403,1776213,0.3430820109661088
1405,1777318,1.3374600578531428
1406,1777870,-1.6004750806767305
1407,1778422,-1.4196790721518153
1408,1778974,0.13215333435370763
1409,1779527,1.6538530727717446
1410,1780079,0.7649393641909111
1411,1780631,-1.705939418982931
1412,1781184,0.011622662003764106
1413,1781736,0.7046740280159394
1414,1782288,1.6237204046842588
1415,1782841,1.2771947216781712
1416,1783393,0.7649393641909111
1417,1783945,0.4937453514035382
